train_loss,epoch,step
1.0986120700836182,0,49
1.0986120700836182,1,99
1.0986120700836182,1,149
1.0986121892929077,2,199
1.0986120700836182,2,249
1.0986120700836182,3,299
1.0986120700836182,3,349
1.0986120700836182,4,399
1.0986120700836182,4,449
1.0986120700836182,5,499
1.0986120700836182,6,549
1.0986120700836182,6,599
1.0986121892929077,7,649
1.0986120700836182,7,699
1.0986121892929077,8,749
1.0986120700836182,8,799
1.0986121892929077,9,849
1.0986120700836182,9,899
1.0986120700836182,10,949
1.0986120700836182,10,999
1.0986120700836182,11,1049
1.0986121892929077,12,1099
1.0986121892929077,12,1149
1.0986121892929077,13,1199
1.0986120700836182,13,1249
1.0986121892929077,14,1299
1.0986121892929077,14,1349
1.0986120700836182,15,1399
1.0986120700836182,15,1449
1.0986120700836182,16,1499
1.0986121892929077,17,1549
1.0986120700836182,17,1599
1.0986121892929077,18,1649
1.0986121892929077,18,1699
1.0986120700836182,19,1749
1.0986121892929077,19,1799
1.0986121892929077,20,1849
1.0986121892929077,20,1899
1.0986120700836182,21,1949
1.0986121892929077,21,1999
1.0986120700836182,22,2049
1.0986120700836182,23,2099
1.0986120700836182,23,2149
1.0986120700836182,24,2199
1.0986119508743286,24,2249
1.0986120700836182,25,2299
1.0986121892929077,25,2349
1.0986121892929077,26,2399
1.0986120700836182,26,2449
1.0986121892929077,27,2499
1.0986121892929077,28,2549
1.0986120700836182,28,2599
1.0986120700836182,29,2649
1.0986121892929077,29,2699
1.0986120700836182,30,2749
1.0986120700836182,30,2799
1.0986121892929077,31,2849
1.0986120700836182,31,2899
1.0986120700836182,32,2949
1.0986120700836182,32,2999
1.0986120700836182,33,3049
1.0986121892929077,34,3099
1.0986120700836182,34,3149
1.0986121892929077,35,3199
1.0986121892929077,35,3249
1.0986120700836182,36,3299
1.0986121892929077,36,3349
1.0986120700836182,37,3399
1.0986120700836182,37,3449
1.0986121892929077,38,3499
1.0986120700836182,39,3549
1.0986120700836182,39,3599
1.0986120700836182,40,3649
1.0986120700836182,40,3699
